user_id,occupation,monthly_income,income_variance,upi_txn_count,upi_avg_amount,upi_inflow_outflow_ratio,gst_filing_frequency,monthly_revenue,savings_ratio,missed_payments,credit_score,loan_repaid,risk_level,reason
999,vendor,66044,0.54,196,1830,1.09,3,76377,0.16,3,635,1,Medium Risk,High missed payments
1000,freelancer,73315,0.48,442,633,1.43,4,102910,0.29,0,694,1,Medium Risk,Stable financial behavior
1001,vendor,81344,0.46,113,481,1.95,4,138992,0.1,2,726,1,Medium Risk,Low savings
1002,vendor,16796,0.34,398,1982,0.64,4,183878,0.3,4,351,0,High Risk,High missed payments
1003,vendor,96716,0.45,231,2150,1.09,10,168731,0.05,0,824,1,Low Risk,Low savings
1004,vendor,64245,0.38,174,2617,1.11,2,174525,0.2,0,629,1,Medium Risk,Stable financial behavior
1005,delivery_agent,53056,0.21,228,1398,1.37,6,181570,0.15,0,568,0,High Risk,Low savings
1006,delivery_agent,27709,0.2,88,2244,0.73,2,36312,0.49,2,409,0,High Risk,Stable financial behavior
1007,driver,68557,0.25,309,2080,0.76,1,21436,0.38,3,654,1,Medium Risk,High missed payments
1008,shopkeeper,27543,0.56,431,1239,0.93,2,47569,0.21,2,418,0,High Risk,Stable financial behavior
1009,vendor,47418,0.37,52,1212,1.93,10,136787,0.09,0,531,0,High Risk,Low savings
1010,driver,26724,0.47,113,2726,1.6,2,110485,0.28,5,399,0,High Risk,High missed payments
1011,shopkeeper,13828,0.27,78,348,1.49,7,197058,0.15,0,333,0,High Risk,Low savings
1012,freelancer,27087,0.3,421,1989,1.73,3,122555,0.29,5,413,0,High Risk,High missed payments
1013,delivery_agent,22605,0.16,60,838,0.69,2,160377,0.43,4,374,0,High Risk,High missed payments
1014,shopkeeper,41337,0.19,146,899,1.79,9,52646,0.33,2,496,0,High Risk,Stable financial behavior
1015,freelancer,15482,0.51,407,2275,1.39,4,96126,0.34,5,344,0,High Risk,High missed payments
1016,shopkeeper,75333,0.39,491,2939,1.0,3,137922,0.29,2,702,1,Medium Risk,Stable financial behavior
1017,delivery_agent,98296,0.27,252,1427,1.72,8,60430,0.47,1,836,1,Low Risk,Stable financial behavior
1018,delivery_agent,60952,0.5,460,1227,1.7,7,142238,0.47,3,620,1,Medium Risk,High missed payments
1019,driver,15463,0.22,70,1999,1.77,10,88659,0.28,1,343,0,High Risk,Stable financial behavior
1020,vendor,80448,0.59,88,927,0.67,6,135341,0.19,5,712,1,Medium Risk,High missed payments
1021,shopkeeper,14648,0.27,272,1188,1.95,7,24158,0.26,1,344,0,High Risk,Stable financial behavior
1022,shopkeeper,43623,0.27,151,1627,1.94,4,94236,0.13,3,504,0,High Risk,High missed payments
1023,freelancer,69156,0.26,95,2856,1.04,3,96067,0.34,5,647,1,Medium Risk,High missed payments
1024,delivery_agent,45634,0.16,115,2542,0.6,6,178810,0.28,4,512,0,High Risk,High missed payments
1025,shopkeeper,54602,0.16,140,2805,0.75,0,29879,0.1,4,562,0,High Risk,High missed payments
1026,delivery_agent,59334,0.42,213,2699,1.99,5,156615,0.14,3,599,0,High Risk,High missed payments
1027,shopkeeper,78648,0.54,160,1696,1.34,7,132284,0.27,3,711,1,Medium Risk,High missed payments
1028,driver,32054,0.5,387,1953,1.03,6,198996,0.45,5,441,0,High Risk,High missed payments
1029,vendor,80028,0.17,172,1432,0.93,1,193420,0.3,2,718,1,Medium Risk,Stable financial behavior
1030,shopkeeper,32207,0.37,242,194,0.89,6,104117,0.36,5,436,0,High Risk,High missed payments
1031,delivery_agent,90650,0.15,496,2372,1.5,5,187751,0.2,2,795,1,Low Risk,Stable financial behavior
1032,driver,91554,0.12,148,2606,1.13,4,63888,0.31,2,787,1,Low Risk,Stable financial behavior
1033,shopkeeper,31386,0.43,340,1252,1.95,3,50276,0.25,2,441,0,High Risk,Stable financial behavior
1034,freelancer,93276,0.37,208,2850,1.53,0,24799,0.35,5,793,1,Low Risk,High missed payments
1035,vendor,69518,0.14,461,1911,1.69,1,132529,0.07,0,671,1,Medium Risk,Low savings
1036,shopkeeper,62781,0.12,152,1904,0.94,6,144713,0.27,0,622,1,Medium Risk,Stable financial behavior
1037,driver,62780,0.59,434,2574,0.62,9,110141,0.18,4,624,1,Medium Risk,High missed payments
1038,freelancer,71440,0.12,330,1916,1.23,2,135013,0.2,0,678,1,Medium Risk,Stable financial behavior
1039,driver,54199,0.32,92,1148,0.97,4,187606,0.48,0,570,0,High Risk,Stable financial behavior
1040,driver,71035,0.35,133,1201,0.8,7,51668,0.13,2,665,1,Medium Risk,Low savings
1041,freelancer,18210,0.16,240,1784,1.93,7,155183,0.19,2,362,0,High Risk,Low savings
1042,driver,54363,0.18,100,2763,1.17,5,175758,0.28,3,565,0,High Risk,High missed payments
1043,freelancer,88279,0.28,435,617,0.76,4,92392,0.44,2,778,1,Low Risk,Stable financial behavior
1044,shopkeeper,70348,0.48,259,1863,0.8,1,36490,0.24,5,657,1,Medium Risk,High missed payments
1045,freelancer,65284,0.35,175,580,0.92,8,186266,0.38,3,633,1,Medium Risk,High missed payments
1046,freelancer,82124,0.42,497,2256,2.0,0,165569,0.44,3,743,1,Medium Risk,High missed payments
1047,vendor,78847,0.59,118,1611,0.9,10,137219,0.19,0,716,1,Medium Risk,Low savings
1048,freelancer,32432,0.48,314,730,0.99,1,64104,0.23,2,443,0,High Risk,Stable financial behavior
1049,freelancer,74089,0.32,307,2120,1.49,0,25316,0.21,0,692,1,Medium Risk,Stable financial behavior
1050,shopkeeper,65398,0.32,467,1120,0.94,11,58130,0.42,2,648,1,Medium Risk,Stable financial behavior
1051,vendor,13321,0.41,237,2622,0.82,3,127294,0.07,0,331,0,High Risk,Low savings
1052,delivery_agent,91348,0.43,279,778,0.74,3,49954,0.19,0,791,1,Low Risk,Low savings
1053,shopkeeper,47383,0.35,238,1779,0.97,4,133437,0.36,0,534,0,High Risk,Stable financial behavior
1054,shopkeeper,88682,0.42,464,2241,0.66,4,172724,0.3,5,774,1,Low Risk,High missed payments
1055,delivery_agent,89190,0.11,59,717,0.53,7,165250,0.25,4,766,1,Low Risk,High missed payments
1056,freelancer,62893,0.31,163,1662,1.71,10,165823,0.29,0,627,1,Medium Risk,Stable financial behavior
1057,driver,45820,0.24,125,730,0.71,10,154116,0.14,1,520,0,High Risk,Low savings
1058,vendor,76262,0.16,213,1022,1.66,2,83165,0.24,1,701,1,Medium Risk,Stable financial behavior
1059,driver,13760,0.15,134,2896,1.7,5,162552,0.28,1,333,0,High Risk,Stable financial behavior
1060,delivery_agent,32190,0.4,98,2182,1.31,11,194946,0.46,5,435,0,High Risk,High missed payments
1061,shopkeeper,77411,0.36,375,2513,0.96,11,86775,0.17,3,712,1,Medium Risk,High missed payments
1062,shopkeeper,33377,0.23,226,2791,0.72,2,157638,0.44,0,451,0,High Risk,Stable financial behavior
1063,vendor,56737,0.34,436,2579,1.61,1,105311,0.34,1,594,0,High Risk,Stable financial behavior
1064,shopkeeper,79569,0.35,438,2553,1.4,7,73149,0.06,5,721,1,Medium Risk,High missed payments
1065,shopkeeper,48211,0.2,267,876,1.48,0,154078,0.38,3,534,0,High Risk,High missed payments
1066,vendor,92909,0.43,238,346,0.51,8,92561,0.07,1,798,1,Low Risk,Low savings
1067,vendor,13744,0.49,395,1303,1.89,10,170495,0.5,2,344,0,High Risk,Stable financial behavior
1068,delivery_agent,34995,0.5,279,2777,0.6,6,110710,0.44,4,456,0,High Risk,High missed payments
1069,shopkeeper,26977,0.4,304,2475,1.05,11,112199,0.18,0,419,0,High Risk,Low savings
1070,shopkeeper,44542,0.36,285,2518,1.1,9,185024,0.17,4,513,0,High Risk,High missed payments
1071,delivery_agent,20651,0.13,75,2202,0.5,11,47326,0.22,4,366,0,High Risk,High missed payments
1072,freelancer,88931,0.24,121,1778,1.25,10,137272,0.21,2,773,1,Low Risk,Stable financial behavior
1073,freelancer,26715,0.15,310,2074,1.63,3,51139,0.22,2,412,0,High Risk,Stable financial behavior
1074,freelancer,54409,0.58,303,379,1.73,2,93638,0.19,2,573,0,High Risk,Low savings
1075,delivery_agent,34306,0.17,320,2536,1.82,5,92652,0.33,3,457,0,High Risk,High missed payments
1076,shopkeeper,29086,0.18,172,1205,1.23,8,32937,0.12,1,424,0,High Risk,Low savings
1077,delivery_agent,24376,0.54,193,1940,1.45,8,50161,0.43,0,400,0,High Risk,Stable financial behavior
1078,delivery_agent,71350,0.57,306,431,0.62,3,155455,0.42,2,672,1,Medium Risk,Stable financial behavior
1079,freelancer,81425,0.48,193,2235,1.23,9,105856,0.26,5,725,1,Medium Risk,High missed payments
1080,driver,46636,0.1,470,892,0.73,4,90043,0.43,0,538,0,High Risk,Stable financial behavior
1081,shopkeeper,96120,0.1,308,2367,1.05,10,165807,0.16,0,825,1,Low Risk,Low savings
1082,freelancer,61649,0.29,485,445,0.99,8,79919,0.06,0,627,1,Medium Risk,Low savings
1083,driver,44610,0.17,96,2561,1.14,1,102055,0.33,2,508,0,High Risk,Stable financial behavior
1084,driver,20058,0.11,400,499,1.36,1,105455,0.26,2,375,0,High Risk,Stable financial behavior
1085,vendor,84637,0.33,62,1404,1.85,4,188694,0.31,1,747,1,Medium Risk,Stable financial behavior
1086,shopkeeper,88033,0.57,425,2036,1.09,0,58135,0.45,2,774,1,Low Risk,Stable financial behavior
1087,driver,80194,0.26,257,1358,1.97,7,186730,0.49,2,729,1,Medium Risk,Stable financial behavior
1088,freelancer,86917,0.43,360,1347,1.64,4,104677,0.34,0,772,1,Low Risk,Stable financial behavior
1089,vendor,74200,0.43,284,2117,1.27,11,49696,0.39,1,695,1,Medium Risk,Stable financial behavior
1090,shopkeeper,56619,0.23,198,2336,1.47,9,154845,0.09,4,581,0,High Risk,High missed payments
1091,delivery_agent,27154,0.43,371,1343,0.65,1,44956,0.12,2,412,0,High Risk,Low savings
1092,freelancer,29539,0.21,487,2515,1.77,11,35819,0.38,5,434,0,High Risk,High missed payments
1093,driver,70058,0.16,204,1899,1.37,8,21528,0.24,2,665,1,Medium Risk,Stable financial behavior
1094,driver,72068,0.45,215,235,1.98,1,147781,0.25,4,671,1,Medium Risk,High missed payments
1095,freelancer,87313,0.16,139,1283,1.45,6,106491,0.19,0,766,1,Low Risk,Low savings
1096,driver,40373,0.6,235,1487,1.75,7,64588,0.32,1,493,0,High Risk,Stable financial behavior
1097,vendor,43154,0.19,367,302,1.7,5,119152,0.13,0,515,0,High Risk,Low savings
1098,shopkeeper,16031,0.4,407,68,1.02,10,147872,0.33,3,353,0,High Risk,High missed payments
1099,vendor,81975,0.31,223,2809,0.89,6,171583,0.13,2,732,1,Medium Risk,Low savings
1100,driver,32785,0.16,266,1209,1.15,10,30119,0.08,5,442,0,High Risk,High missed payments
1101,delivery_agent,88928,0.11,444,272,1.2,0,95893,0.2,3,778,1,Low Risk,High missed payments
1102,shopkeeper,38669,0.41,313,52,0.86,3,36167,0.15,2,479,0,High Risk,Low savings
1103,shopkeeper,12282,0.5,146,1309,1.84,6,130782,0.45,3,322,0,High Risk,High missed payments
1104,freelancer,44624,0.52,166,903,1.31,0,150775,0.07,4,504,0,High Risk,High missed payments
1105,freelancer,58438,0.34,248,1538,1.97,0,54889,0.13,2,595,0,High Risk,Low savings
1106,delivery_agent,99900,0.49,369,277,1.72,10,65678,0.3,5,842,1,Low Risk,High missed payments
1107,shopkeeper,77534,0.44,70,1727,1.33,5,80262,0.27,2,702,1,Medium Risk,Stable financial behavior
1108,delivery_agent,41705,0.46,249,548,1.92,3,155753,0.07,3,495,0,High Risk,High missed payments
1109,freelancer,48244,0.35,420,2618,1.26,2,100291,0.05,1,541,0,High Risk,Low savings
1110,freelancer,84964,0.42,496,2799,1.83,11,86008,0.49,3,764,1,Low Risk,High missed payments
1111,shopkeeper,47437,0.5,390,1935,1.04,4,164762,0.35,2,536,0,High Risk,Stable financial behavior
1112,vendor,87872,0.3,497,2065,1.07,8,45912,0.21,2,778,1,Low Risk,Stable financial behavior
1113,driver,84878,0.5,297,1212,1.13,9,26473,0.26,1,756,1,Low Risk,Stable financial behavior
1114,freelancer,82982,0.4,325,1349,1.32,9,192370,0.17,0,748,1,Medium Risk,Low savings
1115,freelancer,60583,0.18,313,2388,1.33,11,169741,0.21,1,616,1,Medium Risk,Stable financial behavior
1116,vendor,48392,0.11,107,1126,1.24,11,119500,0.34,0,540,0,High Risk,Stable financial behavior
1117,vendor,17461,0.28,351,764,0.96,10,172015,0.45,5,357,0,High Risk,High missed payments
1118,delivery_agent,20516,0.37,80,997,1.89,9,58785,0.13,2,370,0,High Risk,Low savings
1119,delivery_agent,89285,0.52,298,2745,1.38,2,120956,0.43,4,775,1,Low Risk,High missed payments
1120,driver,27514,0.16,142,2781,1.11,4,139006,0.1,4,405,0,High Risk,High missed payments
1121,driver,46268,0.5,314,919,1.48,9,30832,0.15,3,526,0,High Risk,High missed payments
1122,shopkeeper,46788,0.53,320,1120,1.65,4,156457,0.07,1,531,0,High Risk,Low savings
1123,delivery_agent,85749,0.18,143,143,1.94,8,165780,0.11,1,757,1,Low Risk,Low savings
1124,freelancer,71049,0.53,203,609,1.25,10,174510,0.46,4,668,1,Medium Risk,High missed payments
1125,delivery_agent,72493,0.6,443,1825,0.67,11,102747,0.26,0,690,1,Medium Risk,Stable financial behavior
1126,freelancer,46027,0.46,334,2310,1.16,9,100107,0.08,1,528,0,High Risk,Low savings
1127,vendor,52849,0.49,129,485,1.22,10,85428,0.48,0,566,0,High Risk,Stable financial behavior
1128,delivery_agent,27858,0.6,341,901,1.85,3,106843,0.45,0,425,0,High Risk,Stable financial behavior
1129,vendor,94162,0.4,133,2605,1.09,0,31002,0.39,0,804,1,Low Risk,Stable financial behavior
1130,driver,89003,0.25,414,2933,1.93,9,187225,0.47,0,790,1,Low Risk,Stable financial behavior
1131,driver,62395,0.52,423,2748,1.23,4,173512,0.15,3,622,1,Medium Risk,High missed payments
1132,shopkeeper,49758,0.41,86,254,1.96,0,87501,0.43,3,538,0,High Risk,High missed payments
1133,delivery_agent,64312,0.39,391,2478,0.51,5,52556,0.36,4,631,1,Medium Risk,High missed payments
1134,vendor,78670,0.23,376,1149,1.85,11,87963,0.44,3,723,1,Medium Risk,High missed payments
1135,freelancer,92279,0.48,456,126,1.9,9,26563,0.41,5,801,1,Low Risk,High missed payments
1136,driver,25434,0.14,474,865,1.94,9,25840,0.21,1,416,0,High Risk,Stable financial behavior
1137,driver,74047,0.56,281,817,0.52,6,35154,0.4,5,683,1,Medium Risk,High missed payments
1138,freelancer,57775,0.26,142,2507,0.76,0,44194,0.17,3,583,0,High Risk,High missed payments
1139,vendor,85769,0.16,385,155,1.48,9,197933,0.2,1,766,1,Low Risk,Stable financial behavior
1140,vendor,76677,0.32,151,2648,0.54,3,173520,0.1,1,698,1,Medium Risk,Low savings
1141,delivery_agent,93555,0.12,461,2923,0.6,8,43528,0.47,0,816,1,Low Risk,Stable financial behavior
1142,delivery_agent,95920,0.44,481,2185,0.83,0,180474,0.18,4,817,1,Low Risk,High missed payments
1143,shopkeeper,55734,0.55,215,1796,1.27,8,24352,0.28,0,584,0,High Risk,Stable financial behavior
1144,driver,98503,0.52,208,2978,1.32,7,20184,0.23,0,834,1,Low Risk,Stable financial behavior
1145,delivery_agent,50603,0.16,63,1515,0.55,4,161456,0.48,5,538,0,High Risk,High missed payments
1146,vendor,86708,0.16,422,2637,0.76,5,34319,0.2,3,765,1,Low Risk,High missed payments
1147,freelancer,91926,0.51,274,294,1.25,6,140497,0.4,5,789,1,Low Risk,High missed payments
1148,vendor,78803,0.56,122,2675,1.39,3,171521,0.43,3,709,1,Medium Risk,High missed payments
1149,driver,49332,0.33,298,1455,0.72,5,76333,0.25,5,537,0,High Risk,High missed payments
1150,vendor,31312,0.35,140,1031,1.1,6,61205,0.22,1,435,0,High Risk,Stable financial behavior
1151,shopkeeper,94526,0.26,265,2814,1.86,10,30426,0.39,3,812,1,Low Risk,High missed payments
1152,driver,54179,0.55,139,1786,2.0,5,27504,0.46,3,568,0,High Risk,High missed payments
1153,freelancer,81442,0.42,78,191,1.98,10,136775,0.39,5,724,1,Medium Risk,High missed payments
1154,shopkeeper,50379,0.24,484,942,1.82,11,53368,0.15,2,561,0,High Risk,Low savings
1155,driver,27297,0.25,354,1441,1.09,5,123841,0.45,1,420,0,High Risk,Stable financial behavior
1156,freelancer,12011,0.55,476,2449,1.53,1,136744,0.22,1,331,0,High Risk,Stable financial behavior
1157,shopkeeper,54014,0.11,269,594,1.12,4,28724,0.31,2,571,0,High Risk,Stable financial behavior
1158,shopkeeper,21738,0.26,377,2249,1.47,2,156156,0.42,5,380,0,High Risk,High missed payments
1159,driver,57498,0.38,264,1519,0.96,6,185882,0.13,5,584,0,High Risk,High missed payments
1160,delivery_agent,21120,0.17,270,2750,1.41,3,102297,0.4,1,380,0,High Risk,Stable financial behavior
1161,shopkeeper,18767,0.15,438,812,1.29,0,145099,0.32,5,363,0,High Risk,High missed payments
1162,shopkeeper,32852,0.51,91,673,0.54,11,98872,0.45,4,439,0,High Risk,High missed payments
1163,freelancer,89239,0.55,184,705,1.69,11,171944,0.13,4,773,1,Low Risk,High missed payments
1164,vendor,10929,0.51,91,2547,0.52,5,90333,0.24,2,309,0,High Risk,Stable financial behavior
1165,driver,87487,0.55,213,2818,0.94,5,22596,0.42,3,764,1,Low Risk,High missed payments
1166,driver,27438,0.38,410,1297,0.51,6,37167,0.06,4,413,0,High Risk,High missed payments
1167,delivery_agent,58515,0.51,332,92,1.06,10,107844,0.1,5,594,0,High Risk,High missed payments
1168,delivery_agent,15744,0.29,107,2361,0.59,7,109751,0.5,2,342,0,High Risk,Stable financial behavior
1169,driver,93820,0.43,351,1076,1.87,2,149817,0.18,4,803,1,Low Risk,High missed payments
1170,delivery_agent,52417,0.59,371,1710,1.12,5,100520,0.49,0,570,0,High Risk,Stable financial behavior
1171,freelancer,17069,0.21,74,1341,1.19,9,78326,0.13,2,348,0,High Risk,Low savings
1172,driver,52359,0.29,122,645,1.02,1,97670,0.21,1,555,0,High Risk,Stable financial behavior
1173,delivery_agent,29799,0.34,422,1062,1.44,8,161854,0.39,4,433,0,High Risk,High missed payments
1174,driver,80188,0.17,460,2274,1.68,1,193074,0.35,1,733,1,Medium Risk,Stable financial behavior
1175,vendor,99859,0.14,178,2160,1.47,2,44022,0.31,2,837,1,Low Risk,Stable financial behavior
1176,shopkeeper,17597,0.51,136,1007,1.62,11,104458,0.29,4,352,0,High Risk,High missed payments
1177,driver,57093,0.59,379,610,1.86,9,165690,0.43,1,599,0,High Risk,Stable financial behavior
1178,shopkeeper,47226,0.3,475,1380,1.8,11,168317,0.16,3,540,0,High Risk,High missed payments
1179,delivery_agent,82127,0.14,485,1362,1.51,11,103796,0.25,3,746,1,Medium Risk,High missed payments
1180,shopkeeper,87362,0.13,202,1871,0.82,1,161099,0.12,0,765,1,Low Risk,Low savings
1181,driver,36417,0.55,231,1600,1.46,8,165058,0.32,5,462,0,High Risk,High missed payments
1182,vendor,28693,0.33,174,899,1.26,0,130704,0.16,2,416,0,High Risk,Low savings
1183,delivery_agent,89674,0.26,116,1328,1.58,4,154598,0.2,5,769,1,Low Risk,High missed payments
1184,driver,63161,0.34,55,2701,1.75,0,64361,0.26,5,610,1,Medium Risk,High missed payments
1185,delivery_agent,12169,0.26,174,1583,1.61,4,58286,0.06,1,323,0,High Risk,Low savings
1186,freelancer,94092,0.34,363,1864,1.77,7,49533,0.09,0,814,1,Low Risk,Low savings
1187,shopkeeper,32052,0.53,375,1791,0.6,7,169388,0.36,2,445,0,High Risk,Stable financial behavior
1188,freelancer,81849,0.4,102,655,0.55,10,159771,0.24,3,727,1,Medium Risk,High missed payments
1189,driver,83851,0.45,115,2927,0.89,7,147441,0.44,5,736,1,Medium Risk,High missed payments
1190,vendor,18036,0.28,363,1536,1.85,1,117079,0.36,1,365,0,High Risk,Stable financial behavior
1191,delivery_agent,41778,0.47,131,1344,1.74,7,120960,0.05,5,489,0,High Risk,High missed payments
1192,shopkeeper,37734,0.43,136,795,1.52,11,78465,0.33,4,470,0,High Risk,High missed payments
1193,delivery_agent,33173,0.16,51,607,1.55,4,167745,0.09,3,438,0,High Risk,High missed payments
1194,driver,40403,0.39,253,2161,1.59,0,43395,0.4,5,484,0,High Risk,High missed payments
1195,delivery_agent,76321,0.23,199,991,1.91,6,124162,0.5,4,700,1,Medium Risk,High missed payments
1196,shopkeeper,81675,0.5,342,2346,1.75,5,150704,0.29,4,733,1,Medium Risk,High missed payments
1197,driver,16344,0.31,453,1319,1.44,4,174779,0.36,1,359,0,High Risk,Stable financial behavior
1198,delivery_agent,28800,0.6,152,989,1.5,0,95937,0.16,1,417,0,High Risk,Low savings
1199,vendor,35372,0.15,73,1660,0.82,0,149647,0.25,4,448,0,High Risk,High missed payments
1200,driver,71516,0.49,417,2254,1.49,5,140650,0.44,0,684,1,Medium Risk,Stable financial behavior
1201,driver,30538,0.44,261,2832,1.14,9,150744,0.13,5,427,0,High Risk,High missed payments
1202,vendor,73918,0.48,114,1775,0.73,11,111512,0.17,4,679,1,Medium Risk,High missed payments
1203,freelancer,24973,0.25,498,1034,1.71,6,159830,0.25,4,406,0,High Risk,High missed payments
1204,shopkeeper,81155,0.35,258,1637,1.27,9,87009,0.37,1,734,1,Medium Risk,Stable financial behavior
1205,freelancer,69500,0.5,300,1386,1.97,9,164353,0.22,5,660,1,Medium Risk,High missed payments
1206,delivery_agent,46575,0.22,434,1924,0.92,0,52548,0.47,2,532,0,High Risk,Stable financial behavior
1207,vendor,52261,0.21,166,711,1.22,8,38371,0.09,3,555,0,High Risk,High missed payments
1208,freelancer,37716,0.38,165,82,1.17,3,125977,0.22,1,472,0,High Risk,Stable financial behavior
1209,driver,13236,0.36,286,1866,0.68,4,170716,0.37,5,325,0,High Risk,High missed payments
1210,delivery_agent,25848,0.24,154,2655,1.14,1,174946,0.15,5,393,0,High Risk,High missed payments
1211,delivery_agent,12352,0.25,308,2170,0.93,11,34281,0.35,0,334,0,High Risk,Stable financial behavior
1212,freelancer,11932,0.24,95,1939,0.74,9,173361,0.12,3,316,0,High Risk,High missed payments
1213,freelancer,86449,0.49,360,2922,0.92,7,156126,0.08,1,765,1,Low Risk,Low savings
1214,vendor,18556,0.43,380,1206,0.85,1,120020,0.1,1,364,0,High Risk,Low savings
1215,shopkeeper,96836,0.52,265,110,1.6,2,127508,0.47,2,823,1,Low Risk,Stable financial behavior
1216,freelancer,15498,0.59,497,1593,0.55,11,86846,0.3,0,357,0,High Risk,Stable financial behavior
1217,freelancer,86118,0.34,350,321,1.43,8,114682,0.41,0,769,1,Low Risk,Stable financial behavior
1218,driver,60098,0.13,459,2343,1.64,1,49312,0.2,5,607,1,Medium Risk,High missed payments
1219,delivery_agent,74386,0.12,382,1249,1.22,5,134186,0.32,5,690,1,Medium Risk,High missed payments
1220,shopkeeper,19569,0.25,498,2725,1.9,11,24257,0.27,1,383,0,High Risk,Stable financial behavior
1221,driver,66882,0.57,73,1856,1.56,3,166918,0.48,2,640,1,Medium Risk,Stable financial behavior
1222,vendor,80393,0.36,84,2802,1.62,6,173555,0.39,1,723,1,Medium Risk,Stable financial behavior
1223,vendor,10340,0.24,73,2759,0.8,5,46558,0.38,4,304,0,High Risk,High missed payments
1224,freelancer,53949,0.3,77,1204,1.67,9,63188,0.07,5,560,0,High Risk,High missed payments
1225,freelancer,92302,0.4,65,1175,1.75,8,164084,0.3,4,788,1,Low Risk,High missed payments
1226,vendor,72443,0.43,108,359,1.04,8,53236,0.26,2,674,1,Medium Risk,Stable financial behavior
1227,freelancer,84027,0.18,292,1365,0.82,9,65076,0.47,1,753,1,Low Risk,Stable financial behavior
1228,shopkeeper,10138,0.59,487,1795,1.08,3,68402,0.17,5,313,0,High Risk,High missed payments
1229,freelancer,10358,0.37,256,2592,1.61,0,114467,0.17,2,312,0,High Risk,Low savings
1230,delivery_agent,85250,0.17,449,387,1.13,1,183148,0.24,1,761,1,Low Risk,Stable financial behavior
1231,freelancer,95376,0.55,320,2676,1.6,7,100337,0.16,1,818,1,Low Risk,Low savings
1232,driver,40654,0.14,298,59,0.67,9,135827,0.11,4,490,0,High Risk,High missed payments
1233,shopkeeper,35879,0.55,316,98,1.71,7,94264,0.44,3,467,0,High Risk,High missed payments
1234,driver,91532,0.6,242,1560,0.88,1,37335,0.3,0,791,1,Low Risk,Stable financial behavior
1235,driver,65778,0.45,384,2720,0.87,3,63773,0.44,5,638,1,Medium Risk,High missed payments
1236,delivery_agent,47772,0.49,267,1394,1.39,0,48570,0.42,0,537,0,High Risk,Stable financial behavior
1237,shopkeeper,68478,0.27,164,780,0.61,6,107995,0.18,2,651,1,Medium Risk,Low savings
1238,shopkeeper,74353,0.57,117,844,0.54,3,60658,0.3,0,686,1,Medium Risk,Stable financial behavior
1239,shopkeeper,36762,0.36,348,1698,0.89,10,140640,0.09,4,469,0,High Risk,High missed payments
1240,shopkeeper,23283,0.47,374,182,1.31,7,92613,0.46,3,394,0,High Risk,High missed payments
1241,shopkeeper,73922,0.56,446,2180,1.86,8,78194,0.23,5,690,1,Medium Risk,High missed payments
1242,delivery_agent,49420,0.59,443,2154,1.77,11,131872,0.23,1,555,0,High Risk,Stable financial behavior
1243,freelancer,65568,0.52,124,425,1.24,8,185031,0.19,1,636,1,Medium Risk,Low savings
1244,driver,95090,0.25,152,2446,0.56,2,196660,0.26,4,801,1,Low Risk,High missed payments
1245,shopkeeper,30219,0.58,346,320,1.3,4,191605,0.16,5,427,0,High Risk,High missed payments
1246,freelancer,67169,0.41,227,1556,1.56,5,128558,0.22,0,651,1,Medium Risk,Stable financial behavior
1247,freelancer,84965,0.57,264,2208,1.01,5,88582,0.41,1,754,1,Low Risk,Stable financial behavior
1248,driver,56840,0.44,364,2966,0.67,9,195590,0.43,0,596,0,High Risk,Stable financial behavior
1249,delivery_agent,54695,0.25,88,2984,0.92,7,163775,0.19,4,565,0,High Risk,High missed payments
1250,vendor,94754,0.29,308,125,1.66,5,69456,0.26,1,814,1,Low Risk,Stable financial behavior
1251,vendor,87988,0.38,253,2006,1.03,5,75491,0.44,2,770,1,Low Risk,Stable financial behavior
1252,freelancer,68342,0.5,56,1716,1.72,3,28043,0.07,3,644,1,Medium Risk,High missed payments
1253,driver,28951,0.26,98,378,0.98,6,123212,0.45,0,423,0,High Risk,Stable financial behavior
1254,vendor,11307,0.39,75,2219,0.75,7,88340,0.15,5,306,0,High Risk,High missed payments
1255,freelancer,90388,0.27,210,90,1.15,2,161248,0.36,0,785,1,Low Risk,Stable financial behavior
1256,delivery_agent,45428,0.51,406,1240,1.18,6,155008,0.31,0,529,0,High Risk,Stable financial behavior
1257,vendor,85774,0.33,225,2739,0.52,2,51174,0.3,0,757,1,Low Risk,Stable financial behavior
1258,freelancer,48975,0.14,128,2376,0.68,7,102632,0.44,4,534,0,High Risk,High missed payments
1259,freelancer,11140,0.18,51,2860,0.78,0,108768,0.1,4,303,0,High Risk,High missed payments
1260,shopkeeper,34842,0.13,432,2566,0.67,0,145775,0.21,5,455,0,High Risk,High missed payments
1261,delivery_agent,36421,0.35,465,2106,1.01,5,128177,0.29,4,470,0,High Risk,High missed payments
1262,shopkeeper,11708,0.15,181,62,1.95,9,45909,0.42,5,319,0,High Risk,High missed payments
1263,driver,13630,0.16,325,973,1.26,8,64158,0.15,5,331,0,High Risk,High missed payments
1264,shopkeeper,29595,0.57,166,1892,1.44,11,159438,0.41,4,424,0,High Risk,High missed payments
1265,shopkeeper,86021,0.54,213,1282,1.03,3,144296,0.23,1,757,1,Low Risk,Stable financial behavior
1266,vendor,38308,0.33,337,1264,0.99,5,79331,0.14,4,476,0,High Risk,High missed payments
1267,freelancer,54789,0.59,77,702,0.53,11,179914,0.39,1,572,0,High Risk,Stable financial behavior
